panel,true_value,rep,file_path
mu,25.5,8,figure4_samples\mu_true_25.500000_rep_008.npy
mu,25.5,9,figure4_samples\mu_true_25.500000_rep_009.npy
mu,25.5,10,figure4_samples\mu_true_25.500000_rep_010.npy
mu,25.5,11,figure4_samples\mu_true_25.500000_rep_011.npy
mu,25.5,12,figure4_samples\mu_true_25.500000_rep_012.npy
mu,25.5,13,figure4_samples\mu_true_25.500000_rep_013.npy
mu,25.5,14,figure4_samples\mu_true_25.500000_rep_014.npy
mu,25.5,15,figure4_samples\mu_true_25.500000_rep_015.npy
mu,25.5,16,figure4_samples\mu_true_25.500000_rep_016.npy
mu,25.5,17,figure4_samples\mu_true_25.500000_rep_017.npy
mu,25.5,18,figure4_samples\mu_true_25.500000_rep_018.npy
mu,25.5,19,figure4_samples\mu_true_25.500000_rep_019.npy
mu,25.5,20,figure4_samples\mu_true_25.500000_rep_020.npy
mu,25.5,21,figure4_samples\mu_true_25.500000_rep_021.npy
mu,25.5,22,figure4_samples\mu_true_25.500000_rep_022.npy
mu,25.5,23,figure4_samples\mu_true_25.500000_rep_023.npy
mu,25.5,24,figure4_samples\mu_true_25.500000_rep_024.npy
mu,25.5,25,figure4_samples\mu_true_25.500000_rep_025.npy
mu,25.5,26,figure4_samples\mu_true_25.500000_rep_026.npy
mu,25.5,27,figure4_samples\mu_true_25.500000_rep_027.npy
mu,25.5,28,figure4_samples\mu_true_25.500000_rep_028.npy
mu,25.5,29,figure4_samples\mu_true_25.500000_rep_029.npy
mu,25.5,30,figure4_samples\mu_true_25.500000_rep_030.npy
mu,25.5,31,figure4_samples\mu_true_25.500000_rep_031.npy
mu,25.5,32,figure4_samples\mu_true_25.500000_rep_032.npy
mu,25.5,33,figure4_samples\mu_true_25.500000_rep_033.npy
mu,25.5,34,figure4_samples\mu_true_25.500000_rep_034.npy
mu,25.5,35,figure4_samples\mu_true_25.500000_rep_035.npy
mu,25.5,36,figure4_samples\mu_true_25.500000_rep_036.npy
mu,25.5,37,figure4_samples\mu_true_25.500000_rep_037.npy
mu,25.5,38,figure4_samples\mu_true_25.500000_rep_038.npy
mu,25.5,39,figure4_samples\mu_true_25.500000_rep_039.npy
mu,25.5,40,figure4_samples\mu_true_25.500000_rep_040.npy
mu,25.5,41,figure4_samples\mu_true_25.500000_rep_041.npy
mu,25.5,42,figure4_samples\mu_true_25.500000_rep_042.npy
mu,25.5,43,figure4_samples\mu_true_25.500000_rep_043.npy
mu,25.5,44,figure4_samples\mu_true_25.500000_rep_044.npy
mu,25.5,45,figure4_samples\mu_true_25.500000_rep_045.npy
mu,25.5,46,figure4_samples\mu_true_25.500000_rep_046.npy
mu,25.5,47,figure4_samples\mu_true_25.500000_rep_047.npy
mu,25.5,48,figure4_samples\mu_true_25.500000_rep_048.npy
mu,25.5,49,figure4_samples\mu_true_25.500000_rep_049.npy
mu,25.5,50,figure4_samples\mu_true_25.500000_rep_050.npy
mu,25.5,51,figure4_samples\mu_true_25.500000_rep_051.npy
mu,25.5,52,figure4_samples\mu_true_25.500000_rep_052.npy
mu,25.5,53,figure4_samples\mu_true_25.500000_rep_053.npy
mu,25.5,54,figure4_samples\mu_true_25.500000_rep_054.npy
mu,25.5,55,figure4_samples\mu_true_25.500000_rep_055.npy
mu,25.5,56,figure4_samples\mu_true_25.500000_rep_056.npy
mu,25.5,57,figure4_samples\mu_true_25.500000_rep_057.npy
mu,25.5,58,figure4_samples\mu_true_25.500000_rep_058.npy
mu,25.5,59,figure4_samples\mu_true_25.500000_rep_059.npy
mu,25.5,60,figure4_samples\mu_true_25.500000_rep_060.npy
mu,25.5,61,figure4_samples\mu_true_25.500000_rep_061.npy
mu,25.5,62,figure4_samples\mu_true_25.500000_rep_062.npy
mu,25.5,63,figure4_samples\mu_true_25.500000_rep_063.npy
mu,25.5,64,figure4_samples\mu_true_25.500000_rep_064.npy
mu,25.5,65,figure4_samples\mu_true_25.500000_rep_065.npy
mu,25.5,66,figure4_samples\mu_true_25.500000_rep_066.npy
mu,25.5,67,figure4_samples\mu_true_25.500000_rep_067.npy
mu,25.5,68,figure4_samples\mu_true_25.500000_rep_068.npy
mu,25.5,69,figure4_samples\mu_true_25.500000_rep_069.npy
mu,25.5,70,figure4_samples\mu_true_25.500000_rep_070.npy
mu,25.5,71,figure4_samples\mu_true_25.500000_rep_071.npy
mu,25.5,72,figure4_samples\mu_true_25.500000_rep_072.npy
mu,25.5,73,figure4_samples\mu_true_25.500000_rep_073.npy
mu,25.5,74,figure4_samples\mu_true_25.500000_rep_074.npy
mu,25.5,75,figure4_samples\mu_true_25.500000_rep_075.npy
mu,25.5,76,figure4_samples\mu_true_25.500000_rep_076.npy
mu,25.5,77,figure4_samples\mu_true_25.500000_rep_077.npy
mu,25.5,78,figure4_samples\mu_true_25.500000_rep_078.npy
mu,25.5,79,figure4_samples\mu_true_25.500000_rep_079.npy
mu,25.5,80,figure4_samples\mu_true_25.500000_rep_080.npy
mu,25.5,81,figure4_samples\mu_true_25.500000_rep_081.npy
mu,25.5,82,figure4_samples\mu_true_25.500000_rep_082.npy
mu,25.5,83,figure4_samples\mu_true_25.500000_rep_083.npy
mu,25.5,84,figure4_samples\mu_true_25.500000_rep_084.npy
mu,25.5,85,figure4_samples\mu_true_25.500000_rep_085.npy
mu,25.5,86,figure4_samples\mu_true_25.500000_rep_086.npy
mu,25.5,87,figure4_samples\mu_true_25.500000_rep_087.npy
mu,25.5,88,figure4_samples\mu_true_25.500000_rep_088.npy
mu,25.5,89,figure4_samples\mu_true_25.500000_rep_089.npy
mu,25.5,90,figure4_samples\mu_true_25.500000_rep_090.npy
mu,25.5,91,figure4_samples\mu_true_25.500000_rep_091.npy
mu,25.5,92,figure4_samples\mu_true_25.500000_rep_092.npy
mu,25.5,93,figure4_samples\mu_true_25.500000_rep_093.npy
mu,25.5,94,figure4_samples\mu_true_25.500000_rep_094.npy
mu,25.5,95,figure4_samples\mu_true_25.500000_rep_095.npy
mu,25.5,96,figure4_samples\mu_true_25.500000_rep_096.npy
mu,25.5,97,figure4_samples\mu_true_25.500000_rep_097.npy
mu,25.5,98,figure4_samples\mu_true_25.500000_rep_098.npy
mu,25.5,99,figure4_samples\mu_true_25.500000_rep_099.npy
mu,27.541666666666664,0,figure4_samples\mu_true_27.541667_rep_000.npy
mu,27.541666666666664,1,figure4_samples\mu_true_27.541667_rep_001.npy
mu,27.541666666666664,2,figure4_samples\mu_true_27.541667_rep_002.npy
mu,27.541666666666664,3,figure4_samples\mu_true_27.541667_rep_003.npy
mu,27.541666666666664,4,figure4_samples\mu_true_27.541667_rep_004.npy
mu,27.541666666666664,5,figure4_samples\mu_true_27.541667_rep_005.npy
mu,27.541666666666664,6,figure4_samples\mu_true_27.541667_rep_006.npy
mu,27.541666666666664,7,figure4_samples\mu_true_27.541667_rep_007.npy
mu,27.541666666666664,8,figure4_samples\mu_true_27.541667_rep_008.npy
mu,27.541666666666664,9,figure4_samples\mu_true_27.541667_rep_009.npy
mu,27.541666666666664,10,figure4_samples\mu_true_27.541667_rep_010.npy
mu,27.541666666666664,11,figure4_samples\mu_true_27.541667_rep_011.npy
mu,27.541666666666664,12,figure4_samples\mu_true_27.541667_rep_012.npy
mu,27.541666666666664,13,figure4_samples\mu_true_27.541667_rep_013.npy
mu,27.541666666666664,14,figure4_samples\mu_true_27.541667_rep_014.npy
mu,27.541666666666664,15,figure4_samples\mu_true_27.541667_rep_015.npy
mu,27.541666666666664,16,figure4_samples\mu_true_27.541667_rep_016.npy
mu,27.541666666666664,17,figure4_samples\mu_true_27.541667_rep_017.npy
mu,27.541666666666664,18,figure4_samples\mu_true_27.541667_rep_018.npy
mu,27.541666666666664,19,figure4_samples\mu_true_27.541667_rep_019.npy
mu,27.541666666666664,20,figure4_samples\mu_true_27.541667_rep_020.npy
mu,27.541666666666664,21,figure4_samples\mu_true_27.541667_rep_021.npy
mu,27.541666666666664,22,figure4_samples\mu_true_27.541667_rep_022.npy
mu,27.541666666666664,23,figure4_samples\mu_true_27.541667_rep_023.npy
mu,27.541666666666664,24,figure4_samples\mu_true_27.541667_rep_024.npy
mu,27.541666666666664,25,figure4_samples\mu_true_27.541667_rep_025.npy
mu,27.541666666666664,26,figure4_samples\mu_true_27.541667_rep_026.npy
mu,27.541666666666664,27,figure4_samples\mu_true_27.541667_rep_027.npy
mu,27.541666666666664,28,figure4_samples\mu_true_27.541667_rep_028.npy
mu,27.541666666666664,29,figure4_samples\mu_true_27.541667_rep_029.npy
mu,27.541666666666664,30,figure4_samples\mu_true_27.541667_rep_030.npy
mu,27.541666666666664,31,figure4_samples\mu_true_27.541667_rep_031.npy
mu,27.541666666666664,32,figure4_samples\mu_true_27.541667_rep_032.npy
mu,27.541666666666664,33,figure4_samples\mu_true_27.541667_rep_033.npy
mu,27.541666666666664,34,figure4_samples\mu_true_27.541667_rep_034.npy
mu,27.541666666666664,35,figure4_samples\mu_true_27.541667_rep_035.npy
mu,27.541666666666664,36,figure4_samples\mu_true_27.541667_rep_036.npy
mu,27.541666666666664,37,figure4_samples\mu_true_27.541667_rep_037.npy
mu,27.541666666666664,38,figure4_samples\mu_true_27.541667_rep_038.npy
mu,27.541666666666664,39,figure4_samples\mu_true_27.541667_rep_039.npy
mu,27.541666666666664,40,figure4_samples\mu_true_27.541667_rep_040.npy
mu,27.541666666666664,41,figure4_samples\mu_true_27.541667_rep_041.npy
mu,27.541666666666664,42,figure4_samples\mu_true_27.541667_rep_042.npy
mu,27.541666666666664,43,figure4_samples\mu_true_27.541667_rep_043.npy
mu,27.541666666666664,44,figure4_samples\mu_true_27.541667_rep_044.npy
mu,27.541666666666664,45,figure4_samples\mu_true_27.541667_rep_045.npy
mu,27.541666666666664,46,figure4_samples\mu_true_27.541667_rep_046.npy
mu,27.541666666666664,47,figure4_samples\mu_true_27.541667_rep_047.npy
mu,27.541666666666664,48,figure4_samples\mu_true_27.541667_rep_048.npy
mu,27.541666666666664,49,figure4_samples\mu_true_27.541667_rep_049.npy
mu,27.541666666666664,50,figure4_samples\mu_true_27.541667_rep_050.npy
mu,27.541666666666664,51,figure4_samples\mu_true_27.541667_rep_051.npy
mu,27.541666666666664,52,figure4_samples\mu_true_27.541667_rep_052.npy
mu,27.541666666666664,53,figure4_samples\mu_true_27.541667_rep_053.npy
mu,27.541666666666664,54,figure4_samples\mu_true_27.541667_rep_054.npy
mu,27.541666666666664,55,figure4_samples\mu_true_27.541667_rep_055.npy
mu,27.541666666666664,56,figure4_samples\mu_true_27.541667_rep_056.npy
mu,27.541666666666664,57,figure4_samples\mu_true_27.541667_rep_057.npy
mu,27.541666666666664,58,figure4_samples\mu_true_27.541667_rep_058.npy
mu,27.541666666666664,59,figure4_samples\mu_true_27.541667_rep_059.npy
mu,27.541666666666664,60,figure4_samples\mu_true_27.541667_rep_060.npy
mu,27.541666666666664,61,figure4_samples\mu_true_27.541667_rep_061.npy
mu,27.541666666666664,62,figure4_samples\mu_true_27.541667_rep_062.npy
mu,27.541666666666664,63,figure4_samples\mu_true_27.541667_rep_063.npy
mu,27.541666666666664,64,figure4_samples\mu_true_27.541667_rep_064.npy
mu,27.541666666666664,65,figure4_samples\mu_true_27.541667_rep_065.npy
mu,27.541666666666664,66,figure4_samples\mu_true_27.541667_rep_066.npy
mu,27.541666666666664,67,figure4_samples\mu_true_27.541667_rep_067.npy
mu,27.541666666666664,68,figure4_samples\mu_true_27.541667_rep_068.npy
mu,27.541666666666664,69,figure4_samples\mu_true_27.541667_rep_069.npy
mu,27.541666666666664,70,figure4_samples\mu_true_27.541667_rep_070.npy
mu,27.541666666666664,71,figure4_samples\mu_true_27.541667_rep_071.npy
mu,27.541666666666664,72,figure4_samples\mu_true_27.541667_rep_072.npy
mu,27.541666666666664,73,figure4_samples\mu_true_27.541667_rep_073.npy
mu,27.541666666666664,74,figure4_samples\mu_true_27.541667_rep_074.npy
mu,27.541666666666664,75,figure4_samples\mu_true_27.541667_rep_075.npy
mu,27.541666666666664,76,figure4_samples\mu_true_27.541667_rep_076.npy
mu,27.541666666666664,77,figure4_samples\mu_true_27.541667_rep_077.npy
mu,27.541666666666664,78,figure4_samples\mu_true_27.541667_rep_078.npy
mu,27.541666666666664,79,figure4_samples\mu_true_27.541667_rep_079.npy
mu,27.541666666666664,80,figure4_samples\mu_true_27.541667_rep_080.npy
mu,27.541666666666664,81,figure4_samples\mu_true_27.541667_rep_081.npy
mu,27.541666666666664,82,figure4_samples\mu_true_27.541667_rep_082.npy
mu,27.541666666666664,83,figure4_samples\mu_true_27.541667_rep_083.npy
mu,27.541666666666664,84,figure4_samples\mu_true_27.541667_rep_084.npy
mu,27.541666666666664,85,figure4_samples\mu_true_27.541667_rep_085.npy
mu,27.541666666666664,86,figure4_samples\mu_true_27.541667_rep_086.npy
mu,27.541666666666664,87,figure4_samples\mu_true_27.541667_rep_087.npy
mu,27.541666666666664,88,figure4_samples\mu_true_27.541667_rep_088.npy
mu,27.541666666666664,89,figure4_samples\mu_true_27.541667_rep_089.npy
mu,27.541666666666664,90,figure4_samples\mu_true_27.541667_rep_090.npy
mu,27.541666666666664,91,figure4_samples\mu_true_27.541667_rep_091.npy
mu,27.541666666666664,92,figure4_samples\mu_true_27.541667_rep_092.npy
mu,27.541666666666664,93,figure4_samples\mu_true_27.541667_rep_093.npy
mu,27.541666666666664,94,figure4_samples\mu_true_27.541667_rep_094.npy
mu,27.541666666666664,95,figure4_samples\mu_true_27.541667_rep_095.npy
mu,27.541666666666664,96,figure4_samples\mu_true_27.541667_rep_096.npy
mu,27.541666666666664,97,figure4_samples\mu_true_27.541667_rep_097.npy
mu,27.541666666666664,98,figure4_samples\mu_true_27.541667_rep_098.npy
mu,27.541666666666664,99,figure4_samples\mu_true_27.541667_rep_099.npy
mu,29.583333333333332,0,figure4_samples\mu_true_29.583333_rep_000.npy
mu,29.583333333333332,1,figure4_samples\mu_true_29.583333_rep_001.npy
mu,29.583333333333332,2,figure4_samples\mu_true_29.583333_rep_002.npy
mu,29.583333333333332,3,figure4_samples\mu_true_29.583333_rep_003.npy
mu,29.583333333333332,4,figure4_samples\mu_true_29.583333_rep_004.npy
mu,29.583333333333332,5,figure4_samples\mu_true_29.583333_rep_005.npy
mu,29.583333333333332,6,figure4_samples\mu_true_29.583333_rep_006.npy
mu,29.583333333333332,7,figure4_samples\mu_true_29.583333_rep_007.npy
mu,29.583333333333332,8,figure4_samples\mu_true_29.583333_rep_008.npy
mu,29.583333333333332,9,figure4_samples\mu_true_29.583333_rep_009.npy
mu,29.583333333333332,10,figure4_samples\mu_true_29.583333_rep_010.npy
mu,29.583333333333332,11,figure4_samples\mu_true_29.583333_rep_011.npy
mu,29.583333333333332,12,figure4_samples\mu_true_29.583333_rep_012.npy
mu,29.583333333333332,13,figure4_samples\mu_true_29.583333_rep_013.npy
mu,29.583333333333332,14,figure4_samples\mu_true_29.583333_rep_014.npy
mu,29.583333333333332,15,figure4_samples\mu_true_29.583333_rep_015.npy
mu,29.583333333333332,16,figure4_samples\mu_true_29.583333_rep_016.npy
mu,29.583333333333332,17,figure4_samples\mu_true_29.583333_rep_017.npy
mu,29.583333333333332,18,figure4_samples\mu_true_29.583333_rep_018.npy
mu,29.583333333333332,19,figure4_samples\mu_true_29.583333_rep_019.npy
mu,29.583333333333332,20,figure4_samples\mu_true_29.583333_rep_020.npy
mu,29.583333333333332,21,figure4_samples\mu_true_29.583333_rep_021.npy
mu,29.583333333333332,22,figure4_samples\mu_true_29.583333_rep_022.npy
mu,29.583333333333332,23,figure4_samples\mu_true_29.583333_rep_023.npy
mu,29.583333333333332,24,figure4_samples\mu_true_29.583333_rep_024.npy
mu,29.583333333333332,25,figure4_samples\mu_true_29.583333_rep_025.npy
mu,29.583333333333332,26,figure4_samples\mu_true_29.583333_rep_026.npy
mu,29.583333333333332,27,figure4_samples\mu_true_29.583333_rep_027.npy
mu,29.583333333333332,28,figure4_samples\mu_true_29.583333_rep_028.npy
mu,29.583333333333332,29,figure4_samples\mu_true_29.583333_rep_029.npy
mu,29.583333333333332,30,figure4_samples\mu_true_29.583333_rep_030.npy
mu,29.583333333333332,31,figure4_samples\mu_true_29.583333_rep_031.npy
mu,29.583333333333332,32,figure4_samples\mu_true_29.583333_rep_032.npy
mu,29.583333333333332,33,figure4_samples\mu_true_29.583333_rep_033.npy
mu,29.583333333333332,34,figure4_samples\mu_true_29.583333_rep_034.npy
mu,29.583333333333332,35,figure4_samples\mu_true_29.583333_rep_035.npy
mu,29.583333333333332,36,figure4_samples\mu_true_29.583333_rep_036.npy
mu,29.583333333333332,37,figure4_samples\mu_true_29.583333_rep_037.npy
mu,29.583333333333332,38,figure4_samples\mu_true_29.583333_rep_038.npy
mu,29.583333333333332,39,figure4_samples\mu_true_29.583333_rep_039.npy
mu,29.583333333333332,40,figure4_samples\mu_true_29.583333_rep_040.npy
mu,29.583333333333332,41,figure4_samples\mu_true_29.583333_rep_041.npy
mu,29.583333333333332,42,figure4_samples\mu_true_29.583333_rep_042.npy
mu,29.583333333333332,43,figure4_samples\mu_true_29.583333_rep_043.npy
mu,29.583333333333332,44,figure4_samples\mu_true_29.583333_rep_044.npy
mu,29.583333333333332,45,figure4_samples\mu_true_29.583333_rep_045.npy
mu,29.583333333333332,46,figure4_samples\mu_true_29.583333_rep_046.npy
mu,29.583333333333332,47,figure4_samples\mu_true_29.583333_rep_047.npy
mu,29.583333333333332,48,figure4_samples\mu_true_29.583333_rep_048.npy
mu,29.583333333333332,49,figure4_samples\mu_true_29.583333_rep_049.npy
mu,29.583333333333332,50,figure4_samples\mu_true_29.583333_rep_050.npy
mu,29.583333333333332,51,figure4_samples\mu_true_29.583333_rep_051.npy
mu,29.583333333333332,52,figure4_samples\mu_true_29.583333_rep_052.npy
mu,29.583333333333332,53,figure4_samples\mu_true_29.583333_rep_053.npy
mu,29.583333333333332,54,figure4_samples\mu_true_29.583333_rep_054.npy
mu,29.583333333333332,55,figure4_samples\mu_true_29.583333_rep_055.npy
mu,29.583333333333332,56,figure4_samples\mu_true_29.583333_rep_056.npy
mu,29.583333333333332,57,figure4_samples\mu_true_29.583333_rep_057.npy
mu,29.583333333333332,58,figure4_samples\mu_true_29.583333_rep_058.npy
mu,29.583333333333332,59,figure4_samples\mu_true_29.583333_rep_059.npy
mu,29.583333333333332,60,figure4_samples\mu_true_29.583333_rep_060.npy
mu,29.583333333333332,61,figure4_samples\mu_true_29.583333_rep_061.npy
mu,29.583333333333332,62,figure4_samples\mu_true_29.583333_rep_062.npy
mu,29.583333333333332,63,figure4_samples\mu_true_29.583333_rep_063.npy
mu,29.583333333333332,64,figure4_samples\mu_true_29.583333_rep_064.npy
mu,29.583333333333332,65,figure4_samples\mu_true_29.583333_rep_065.npy
mu,29.583333333333332,66,figure4_samples\mu_true_29.583333_rep_066.npy
mu,29.583333333333332,67,figure4_samples\mu_true_29.583333_rep_067.npy
mu,29.583333333333332,68,figure4_samples\mu_true_29.583333_rep_068.npy
mu,29.583333333333332,69,figure4_samples\mu_true_29.583333_rep_069.npy
mu,29.583333333333332,70,figure4_samples\mu_true_29.583333_rep_070.npy
mu,29.583333333333332,71,figure4_samples\mu_true_29.583333_rep_071.npy
mu,29.583333333333332,72,figure4_samples\mu_true_29.583333_rep_072.npy
mu,29.583333333333332,73,figure4_samples\mu_true_29.583333_rep_073.npy
mu,29.583333333333332,74,figure4_samples\mu_true_29.583333_rep_074.npy
mu,29.583333333333332,75,figure4_samples\mu_true_29.583333_rep_075.npy
mu,29.583333333333332,76,figure4_samples\mu_true_29.583333_rep_076.npy
mu,29.583333333333332,77,figure4_samples\mu_true_29.583333_rep_077.npy
mu,29.583333333333332,78,figure4_samples\mu_true_29.583333_rep_078.npy
mu,29.583333333333332,79,figure4_samples\mu_true_29.583333_rep_079.npy
mu,29.583333333333332,80,figure4_samples\mu_true_29.583333_rep_080.npy
mu,29.583333333333332,81,figure4_samples\mu_true_29.583333_rep_081.npy
mu,29.583333333333332,82,figure4_samples\mu_true_29.583333_rep_082.npy
mu,29.583333333333332,83,figure4_samples\mu_true_29.583333_rep_083.npy
mu,29.583333333333332,84,figure4_samples\mu_true_29.583333_rep_084.npy
mu,29.583333333333332,85,figure4_samples\mu_true_29.583333_rep_085.npy
mu,29.583333333333332,86,figure4_samples\mu_true_29.583333_rep_086.npy
mu,29.583333333333332,87,figure4_samples\mu_true_29.583333_rep_087.npy
mu,29.583333333333332,88,figure4_samples\mu_true_29.583333_rep_088.npy
mu,29.583333333333332,89,figure4_samples\mu_true_29.583333_rep_089.npy
mu,29.583333333333332,90,figure4_samples\mu_true_29.583333_rep_090.npy
mu,29.583333333333332,91,figure4_samples\mu_true_29.583333_rep_091.npy
mu,29.583333333333332,92,figure4_samples\mu_true_29.583333_rep_092.npy
mu,29.583333333333332,93,figure4_samples\mu_true_29.583333_rep_093.npy
mu,29.583333333333332,94,figure4_samples\mu_true_29.583333_rep_094.npy
mu,29.583333333333332,95,figure4_samples\mu_true_29.583333_rep_095.npy
mu,29.583333333333332,96,figure4_samples\mu_true_29.583333_rep_096.npy
mu,29.583333333333332,97,figure4_samples\mu_true_29.583333_rep_097.npy
mu,29.583333333333332,98,figure4_samples\mu_true_29.583333_rep_098.npy
mu,29.583333333333332,99,figure4_samples\mu_true_29.583333_rep_099.npy
mu,31.624999999999996,0,figure4_samples\mu_true_31.625000_rep_000.npy
mu,31.624999999999996,1,figure4_samples\mu_true_31.625000_rep_001.npy
mu,31.624999999999996,2,figure4_samples\mu_true_31.625000_rep_002.npy
mu,31.624999999999996,3,figure4_samples\mu_true_31.625000_rep_003.npy
mu,31.624999999999996,4,figure4_samples\mu_true_31.625000_rep_004.npy
mu,31.624999999999996,5,figure4_samples\mu_true_31.625000_rep_005.npy
mu,31.624999999999996,6,figure4_samples\mu_true_31.625000_rep_006.npy
mu,31.624999999999996,7,figure4_samples\mu_true_31.625000_rep_007.npy
mu,31.624999999999996,8,figure4_samples\mu_true_31.625000_rep_008.npy
mu,31.624999999999996,9,figure4_samples\mu_true_31.625000_rep_009.npy
mu,31.624999999999996,10,figure4_samples\mu_true_31.625000_rep_010.npy
mu,31.624999999999996,11,figure4_samples\mu_true_31.625000_rep_011.npy
mu,31.624999999999996,12,figure4_samples\mu_true_31.625000_rep_012.npy
mu,31.624999999999996,13,figure4_samples\mu_true_31.625000_rep_013.npy
mu,31.624999999999996,14,figure4_samples\mu_true_31.625000_rep_014.npy
mu,31.624999999999996,15,figure4_samples\mu_true_31.625000_rep_015.npy
mu,31.624999999999996,16,figure4_samples\mu_true_31.625000_rep_016.npy
mu,31.624999999999996,17,figure4_samples\mu_true_31.625000_rep_017.npy
mu,31.624999999999996,18,figure4_samples\mu_true_31.625000_rep_018.npy
mu,31.624999999999996,19,figure4_samples\mu_true_31.625000_rep_019.npy
mu,31.624999999999996,20,figure4_samples\mu_true_31.625000_rep_020.npy
mu,31.624999999999996,21,figure4_samples\mu_true_31.625000_rep_021.npy
mu,31.624999999999996,22,figure4_samples\mu_true_31.625000_rep_022.npy
mu,31.624999999999996,23,figure4_samples\mu_true_31.625000_rep_023.npy
mu,31.624999999999996,24,figure4_samples\mu_true_31.625000_rep_024.npy
mu,31.624999999999996,25,figure4_samples\mu_true_31.625000_rep_025.npy
mu,31.624999999999996,26,figure4_samples\mu_true_31.625000_rep_026.npy
mu,31.624999999999996,27,figure4_samples\mu_true_31.625000_rep_027.npy
mu,31.624999999999996,28,figure4_samples\mu_true_31.625000_rep_028.npy
mu,31.624999999999996,29,figure4_samples\mu_true_31.625000_rep_029.npy
mu,31.624999999999996,30,figure4_samples\mu_true_31.625000_rep_030.npy
mu,31.624999999999996,31,figure4_samples\mu_true_31.625000_rep_031.npy
mu,31.624999999999996,32,figure4_samples\mu_true_31.625000_rep_032.npy
mu,31.624999999999996,33,figure4_samples\mu_true_31.625000_rep_033.npy
mu,31.624999999999996,34,figure4_samples\mu_true_31.625000_rep_034.npy
mu,31.624999999999996,35,figure4_samples\mu_true_31.625000_rep_035.npy
mu,31.624999999999996,36,figure4_samples\mu_true_31.625000_rep_036.npy
mu,31.624999999999996,37,figure4_samples\mu_true_31.625000_rep_037.npy
mu,31.624999999999996,38,figure4_samples\mu_true_31.625000_rep_038.npy
mu,31.624999999999996,39,figure4_samples\mu_true_31.625000_rep_039.npy
mu,31.624999999999996,40,figure4_samples\mu_true_31.625000_rep_040.npy
mu,31.624999999999996,41,figure4_samples\mu_true_31.625000_rep_041.npy
mu,31.624999999999996,42,figure4_samples\mu_true_31.625000_rep_042.npy
mu,31.624999999999996,43,figure4_samples\mu_true_31.625000_rep_043.npy
mu,31.624999999999996,44,figure4_samples\mu_true_31.625000_rep_044.npy
mu,31.624999999999996,45,figure4_samples\mu_true_31.625000_rep_045.npy
mu,31.624999999999996,46,figure4_samples\mu_true_31.625000_rep_046.npy
mu,31.624999999999996,47,figure4_samples\mu_true_31.625000_rep_047.npy
mu,31.624999999999996,48,figure4_samples\mu_true_31.625000_rep_048.npy
mu,31.624999999999996,49,figure4_samples\mu_true_31.625000_rep_049.npy
mu,31.624999999999996,50,figure4_samples\mu_true_31.625000_rep_050.npy
mu,31.624999999999996,51,figure4_samples\mu_true_31.625000_rep_051.npy
mu,31.624999999999996,52,figure4_samples\mu_true_31.625000_rep_052.npy
mu,31.624999999999996,53,figure4_samples\mu_true_31.625000_rep_053.npy
mu,31.624999999999996,54,figure4_samples\mu_true_31.625000_rep_054.npy
mu,31.624999999999996,55,figure4_samples\mu_true_31.625000_rep_055.npy
mu,31.624999999999996,56,figure4_samples\mu_true_31.625000_rep_056.npy
mu,31.624999999999996,57,figure4_samples\mu_true_31.625000_rep_057.npy
mu,31.624999999999996,58,figure4_samples\mu_true_31.625000_rep_058.npy
mu,31.624999999999996,59,figure4_samples\mu_true_31.625000_rep_059.npy
mu,31.624999999999996,60,figure4_samples\mu_true_31.625000_rep_060.npy
mu,31.624999999999996,61,figure4_samples\mu_true_31.625000_rep_061.npy
mu,31.624999999999996,62,figure4_samples\mu_true_31.625000_rep_062.npy
mu,31.624999999999996,63,figure4_samples\mu_true_31.625000_rep_063.npy
mu,31.624999999999996,64,figure4_samples\mu_true_31.625000_rep_064.npy
mu,31.624999999999996,65,figure4_samples\mu_true_31.625000_rep_065.npy
mu,31.624999999999996,66,figure4_samples\mu_true_31.625000_rep_066.npy
mu,31.624999999999996,67,figure4_samples\mu_true_31.625000_rep_067.npy
mu,31.624999999999996,68,figure4_samples\mu_true_31.625000_rep_068.npy
mu,31.624999999999996,69,figure4_samples\mu_true_31.625000_rep_069.npy
mu,31.624999999999996,70,figure4_samples\mu_true_31.625000_rep_070.npy
mu,31.624999999999996,71,figure4_samples\mu_true_31.625000_rep_071.npy
mu,31.624999999999996,72,figure4_samples\mu_true_31.625000_rep_072.npy
mu,31.624999999999996,73,figure4_samples\mu_true_31.625000_rep_073.npy
mu,31.624999999999996,74,figure4_samples\mu_true_31.625000_rep_074.npy
mu,31.624999999999996,75,figure4_samples\mu_true_31.625000_rep_075.npy
mu,31.624999999999996,76,figure4_samples\mu_true_31.625000_rep_076.npy
mu,31.624999999999996,77,figure4_samples\mu_true_31.625000_rep_077.npy
mu,31.624999999999996,78,figure4_samples\mu_true_31.625000_rep_078.npy
mu,31.624999999999996,79,figure4_samples\mu_true_31.625000_rep_079.npy
mu,31.624999999999996,80,figure4_samples\mu_true_31.625000_rep_080.npy
mu,31.624999999999996,81,figure4_samples\mu_true_31.625000_rep_081.npy
mu,31.624999999999996,82,figure4_samples\mu_true_31.625000_rep_082.npy
mu,31.624999999999996,83,figure4_samples\mu_true_31.625000_rep_083.npy
mu,31.624999999999996,84,figure4_samples\mu_true_31.625000_rep_084.npy
